LON,LAT,NUMBER,STREET
-79.906295,43.3326608,14,Keewaydin Street
-79.9122056,43.3250522,22,Arnhem Court
-79.9103712,43.3254757,49,Pinecreek Road
-79.9143333,43.3278957,56,Karsh Crescent
-79.9080906,43.3198227,5,Newell Court
-79.9155642,43.3334832,113,Wimberly Avenue
-79.9141255,43.3345122,262,Nisbet Boulevard
-79.9019238,43.3233619,75,Overdale Avenue
-79.9078898,43.3317882,10,Chesapeake Drive
-79.9668587,43.2510414,48,McGrath Court
-79.9713747,43.390351,299,Progreston Road
-79.9335792,43.3617126,299,Concession 6 East
-79.9355297,43.2529209,68,Lower Horning Road
-79.9353596,43.252409,80,Lower Horning Road
-79.9230234,43.2440971,7,Sancrest Court
-79.929651,43.2439186,17,Chateau Court
-79.9249492,43.2439156,6,Santa Fe Court
-79.912276,43.2428239,77,West 35th Street
-79.9249553,43.2546495,150,Royal Avenue
-79.9226167,43.2501751,253,Emerson Street
-79.9195053,43.2541497,22,Ward Avenue
-79.9231841,43.2538315,99,Royal Avenue
-79.9180715,43.2522788,7,Wilmont Court
-79.9260648,43.2541982,106,Holmes Avenue
-79.9297386,43.2427695,33,Chateau Court
-79.9167484,43.2543124,134,Stroud Road
-79.9171876,43.255642,82,Winston Avenue
-79.9263548,43.2491084,36,Clifford Street
-79.9128697,43.2427913,781,Scenic Drive
-79.9304394,43.2529788,103,Ewen Road
-79.9210389,43.2495631,288,Bowman Street
-79.8966376,43.2522366,538,Aberdeen Avenue
-79.898015,43.2527728,11,Hawthorne Avenue
-79.8978615,43.2518978,559,Aberdeen Avenue
-79.9239506,43.2525664,101,Whitney Avenue
-79.9101014,43.2429956,71,West 33rd Street
-79.9242154,43.2515968,135,Leland Street
-79.9086456,43.2430231,68,West 31st Street
-79.9308999,43.2524007,114,Ewen Road
-79.917477,43.2558644,67,Bowman Street
-79.9647647,43.2632494,14,Kemp Drive
-79.9355495,43.2559805,34,Ramsey Crescent
-79.9372349,43.2474693,46,Blackwood Crescent
-79.9226324,43.3280247,91,Bousfield Rise
-79.9203012,43.3282085,32,Gunby Boulevard
-79.9187106,43.3274096,14,Rusk Terrace
-79.9496732,43.2564852,83,Little John Road
-79.9156473,43.2569946,28,Stroud Road
-79.9714636,43.251689,36,Skyline Drive
-79.9702418,43.2520634,8,The Haven
-79.9685689,43.2519223,119,Pleasant Avenue
-79.9674121,43.2522172,112,Pleasant Avenue
-79.9677679,43.2526589,4,Sanctuary Drive
-79.9361779,43.2534182,3,Elizabeth Court
-79.9364595,43.2526697,20,Elizabeth Court
-79.9198475,43.3280772,15,Painter Terrace
-79.9228509,43.3281764,99,Bousfield Rise
-79.9227769,43.3281297,97,Bousfield Rise
-79.9227089,43.3280799,93,Bousfield Rise
-79.907311,43.338304,38,Nisbet Boulevard
-79.9701217,43.2720735,362,Park Street West
-79.9569896,43.4149938,1505,Milburough Line
-79.9201744,43.3282965,36,Gunby Boulevard
-79.968618,43.2492018,68,Terrace Drive
-79.9675384,43.249519,58,Terrace Drive
-79.9362993,43.2522848,31,Elizabeth Court
-79.9368837,43.2528446,52,Elizabeth Court
-79.9356989,43.2559668,36,Ramsey Crescent
-79.9359941,43.2559261,40,Ramsey Crescent
-79.9363598,43.2556092,16,Lower Horning Road
-79.9362974,43.2511055,30,Beaucourt Road
-79.9072352,43.3405175,3,Northlawn Avenue
-79.9698561,43.2719308,356,Park Street West
-79.9362602,43.2514297,387,Whitney Avenue
-79.9367151,43.248749,82,Blackwood Crescent
-79.937688,43.2485845,11,Blackwood Crescent
-79.9365578,43.2482236,68,Blackwood Crescent
-79.9373591,43.2487696,83,Blackwood Crescent
-79.935926,43.2492073,31,Purvis Drive
-79.9360058,43.2496275,32,Purvis Drive
-79.9385365,43.249434,67,Harold Court
-79.9359088,43.250402,26,Harold Street
-79.93586,43.2511842,20,Beaucourt Road
-79.9190798,43.3276733,13,Rusk Terrace
-79.9190903,43.3272676,4,Rusk Terrace
-79.9194187,43.3279493,18,Painter Terrace
-79.9628729,43.2538808,61,Pleasant Avenue
-79.9606083,43.2535792,174,Old Ancaster Road
-79.9585246,43.2539144,38,Robinhood Drive
-79.9345962,43.2523318,356,Whitney Avenue
-79.9344263,43.252743,84,Radford Street
-79.9677637,43.2488116,61,Terrace Drive
-79.9716519,43.2502276,152,Pleasant Avenue
-79.9573402,43.256042,130,Old Ancaster Road
-79.9573324,43.2568317,14,Portal Court
-79.934015,43.2549913,45,Ofield Road
-79.9345649,43.2555692,7,Ramsey Crescent
-79.9466576,43.2458953,1235,Wilson Street East
-79.9161471,43.3317239,100,Springview Drive
-79.9590865,43.255821,15,Pleasant Avenue
-79.9339923,43.255504,6,Ramsey Crescent
-79.9346841,43.2560108,20,Ramsey Crescent
-79.9349737,43.2549799,59,Ofield Road
-79.9337998,43.2528557,75,Radford Street
-79.9427326,43.2558105,159,Little John Road
-79.9351044,43.2500679,11,Harold Street
-79.9345956,43.250083,126,Lower Horning Road
-79.9342715,43.2510072,109,Lower Horning Road
-79.9577481,43.2571788,27,Portal Court
-79.9585697,43.2568757,21,Portal Court
-79.9592704,43.2557789,17,Pleasant Avenue
-79.9638972,43.2530988,11,Crystal Court
-79.9632362,43.2526412,37,Autumn Leaf Road
-79.9633954,43.2533828,66,Pleasant Avenue
-79.9637704,43.2533765,70,Pleasant Avenue
-79.9644406,43.2521041,3,Four Winds Place
-79.9630816,43.2542527,79,Sunrise Crescent
-79.9632938,43.253888,65,Pleasant Avenue
-79.9629602,43.2521558,36,Autumn Leaf Road
-79.9647082,43.2533609,80,Pleasant Avenue
-79.968143,43.252496,5,Green Meadow Way
-79.9691442,43.2524268,14,Green Meadow Way
-79.9714713,43.2490496,91,Turnbull Road
-79.9707917,43.2486771,7,Rhodes Court
-79.9705228,43.2497012,80,Turnbull Road
-79.9695956,43.2508896,17,Monarch Court
-79.9707624,43.2489208,5,Rhodes Court
-79.9685984,43.258342,64,Mayfair Avenue
-79.9639803,43.2513655,30,Turnbull Road
-79.9156764,43.3313952,120,Springview Drive
-79.9152857,43.3310135,136,Springview Drive
-79.9544876,43.2453027,692,Louise Drive
-79.9658036,43.2513935,7,Autumn Leaf Road
-79.9652329,43.251916,17,Autumn Leaf Road
-79.970436,43.2574259,2,Highland Park Drive
-79.9536545,43.245131,683,Louise Drive
-79.9692352,43.2575728,21,Creighton Drive
-79.9584108,43.2570078,23,Portal Court
-79.9671522,43.2500275,49,Turnbull Road
-79.9679291,43.2498421,55,Turnbull Road
-79.9692765,43.249516,69,Turnbull Road
-79.9682424,43.2520679,2,Green Meadow Way
-79.9684037,43.2519893,117,Pleasant Avenue
-79.9673104,43.2489435,57,Terrace Drive
-79.91623,43.3317998,96,Springview Drive
-79.9693472,43.2490822,76,Terrace Drive
-79.9666487,43.249742,50,Terrace Drive
-79.9683563,43.2497378,61,Turnbull Road
-79.9686437,43.2514041,122,Pleasant Avenue
-79.9702615,43.2502026,22,Monarch Court
-79.9601936,43.251755,9,Robinhood Drive
-79.9429013,43.2557085,155,Little John Road
-79.9358485,43.2559532,38,Ramsey Crescent
-79.9526075,43.2566135,24,Sherwood Rise
-79.9519602,43.2565556,33,Sherwood Rise
-79.954279,43.25511,75,Robinhood Drive
-79.9538702,43.2559117,80,Robinhood Drive
-79.954778,43.2564688,6,Sherwood Rise
-79.9536454,43.2570537,41,Little John Road
-79.9543118,43.2558131,76,Robinhood Drive
-79.9594432,43.2557252,19,Pleasant Avenue
-79.9602326,43.255732,5,Moonglow Place
-79.9158701,43.3315366,112,Springview Drive
-79.9419968,43.2562677,167,Little John Road
-79.943259,43.2562142,152,Little John Road
-79.9422526,43.2561359,165,Little John Road
-79.9339506,43.2545807,31,Radford Street
-79.9361457,43.2506499,25,Beaucourt Road
-79.9368093,43.2513146,395,Whitney Avenue
-79.9659822,43.2536923,1,Edenbridge Court
-79.9652871,43.2540259,4,Glen Court
-79.9697928,43.2536046,9,Skyline Drive
-79.9670469,43.2525081,2,Princess Court
-79.9632412,43.2551757,44,Sunrise Crescent
-79.9376487,43.2484531,15,Blackwood Crescent
-79.9362324,43.2484202,22,Carwyn Crescent
-79.9375782,43.2496205,53,Harold Court
-79.9379065,43.2500392,56,Harold Court
-79.9666194,43.2535051,97,Pleasant Avenue
-79.9680553,43.2544198,22,Hilltop Place
-79.9659011,43.2539547,3,Edenbridge Court
-79.9658703,43.2532149,92,Pleasant Avenue
-79.9569058,43.2554163,131,Old Ancaster Road
-79.9585256,43.2576978,61,Pimlico Drive
-79.935317,43.2522811,84,Lower Horning Road
-79.9654767,43.2518805,15,Autumn Leaf Road
-79.9707593,43.2504402,11,Orchard Avenue
-79.9706153,43.2499737,5,Orchard Avenue
-79.9365825,43.2505697,35,Beaucourt Road
-79.9337836,43.2526334,83,Radford Street
-79.9627106,43.2519328,14,Turnbull Road
-79.9617749,43.2497367,986,Old Dundas Road
-79.9606731,43.2542377,42,Pleasant Avenue
-79.9587421,43.2576543,63,Pimlico Drive
-79.9582912,43.2577518,59,Pimlico Drive
-79.9554791,43.2566665,20,Little John Road
-79.9673263,43.2495747,56,Terrace Drive
-79.9716086,43.2497277,86,Turnbull Road
-79.971183,43.248596,8,Rhodes Court
-79.9676971,43.2511164,11,King's Gate
-79.9612713,43.2516572,1,Robinhood Drive
-79.9595598,43.2520399,17,Robinhood Drive
-79.9650617,43.2545799,12,Glen Court
-79.9652045,43.2547997,14,Glen Court
-79.9643902,43.254821,15,Glen Court
-79.9648074,43.2529748,11,Four Winds Place
-79.9592429,43.2567633,25,Moonglow Place
-79.9626019,43.2550191,80,Sunrise Crescent
-79.9619801,43.256067,23,Sunrise Crescent
-79.9621661,43.2560195,25,Sunrise Crescent
-79.9612375,43.2550394,94,Sunrise Crescent
-79.9708994,43.2513706,145,Pleasant Avenue
-79.9713731,43.2511331,151,Pleasant Avenue
-79.9361685,43.2548416,30,Lower Horning Road
-79.8964865,43.3433783,365,Parkside Drive
-79.967875,43.2567092,30,Brentwood Drive
-79.9664182,43.2579185,16,Brentwood Drive
-79.9706749,43.2580047,1,Highland Park Drive
-79.9706424,43.2574922,4,Highland Park Drive
-79.9697854,43.2581499,72,Mayfair Avenue
-79.968617,43.2575792,18,Creighton Drive
-79.9646997,43.2502279,32,Terrace Drive
-79.9642076,43.2505206,28,Terrace Drive
-79.9685224,43.2511386,3,Monarch Court
-79.9697069,43.2503298,18,Monarch Court
-79.9685267,43.2503066,58,Turnbull Road
-79.9693568,43.250086,68,Turnbull Road
-79.9695438,43.2520928,11,The Haven
-79.970014,43.2516353,135,Pleasant Avenue
-79.9375524,43.2509639,95,Mericourt Road
-79.9556065,43.2565307,18,Little John Road
-79.9357491,43.2489369,11,Carwyn Crescent
-79.9367137,43.2490651,47,Purvis Drive
-79.9356561,43.249691,24,Purvis Drive
-79.9375039,43.2493594,58,Purvis Drive
-79.9377539,43.2495914,57,Harold Court
-79.9375552,43.2500973,50,Harold Court
-79.9346778,43.2546659,28,Radford Street
-79.9344787,43.253953,46,Radford Street
-79.9693353,43.257834,19,Creighton Drive
-79.9715751,43.258448,4,Elizabeth Court
-79.9352769,43.251289,10,Beaucourt Road
-79.937599,43.2473815,38,Blackwood Crescent
-79.9364727,43.2479634,62,Blackwood Crescent
-79.9434683,43.2460796,2003,Main Street West
-79.9381533,43.2480083,24,Blackwood Crescent
-79.9381156,43.2478823,28,Blackwood Crescent
-79.9638568,43.2538787,71,Pleasant Avenue
-79.9646138,43.2538297,1,Glen Court
-79.9644185,43.2538349,77,Pleasant Avenue
-79.9579329,43.2562907,6,Portal Court
-79.9586905,43.2567728,19,Portal Court
-79.9599274,43.2558959,9,Moonglow Place
-79.9594212,43.256102,17,Moonglow Place
-79.9623521,43.2559721,27,Sunrise Crescent
-79.9599072,43.2576517,73,Pimlico Drive
-79.9596497,43.2577508,71,Pimlico Drive
-79.9590849,43.2552047,20,Pleasant Avenue
-79.9652122,43.2541634,6,Glen Court
-79.9647047,43.2552678,19,Glen Court
-79.9648957,43.2533577,82,Pleasant Avenue
-79.965476,43.2533045,88,Pleasant Avenue
-79.9344559,43.2533787,62,Radford Street
-79.9514039,43.2567004,71,Little John Road
-79.9506259,43.2564428,111,Robinhood Drive
-79.9460311,43.2569818,5,Rogers Road
-79.9520559,43.2573392,62,Little John Road
-79.9527897,43.2574549,54,Little John Road
-79.9519604,43.2560719,96,Robinhood Drive
-79.9455321,43.2576008,46,Hillside Avenue South
-79.9458165,43.257476,2,Rogers Road
-79.9459588,43.2577145,4,Darlene Court
-79.9425727,43.255919,161,Little John Road
-79.968067,43.2576796,1,Brentwood Drive
-79.9691383,43.2579789,17,Creighton Drive
-79.9697223,43.2579494,16,Lynndale Drive
-79.9675868,43.2567734,28,Brentwood Drive
-79.9667343,43.2572958,22,Brentwood Drive
-79.9354356,43.2504888,18,Harold Street
-79.9356714,43.2486769,17,Carwyn Crescent
-79.9353439,43.2488666,16,Yates Drive
-79.9524228,43.2573971,58,Little John Road
-79.950955,43.2571656,74,Little John Road
-79.9527283,43.2569092,51,Little John Road
-79.9516612,43.2562656,100,Robinhood Drive
-79.936115,43.2520451,380,Whitney Avenue
-79.9372106,43.252282,43,Elizabeth Court
-79.936477,43.2522454,33,Elizabeth Court
-79.9437651,43.2583021,35,Tweedsmuir Avenue
-79.9700675,43.2519403,10,The Haven
-79.9679632,43.2517056,116,Pleasant Avenue
-79.9602538,43.2545154,36,Pleasant Avenue
-79.9610646,43.25232,4,Robinhood Drive
-79.9570663,43.2543424,53,Robinhood Drive
-79.966973,43.253316,101,Pleasant Avenue
-79.9614251,43.2529461,184,Old Ancaster Road
-79.959327,43.2532069,26,Robinhood Drive
-79.9367778,43.2540603,19,Sheridan Lane
-79.9688621,43.2491717,70,Terrace Drive
-79.9653293,43.2500289,38,Terrace Drive
-79.9674764,43.2499525,51,Turnbull Road
-79.96857,43.2496857,63,Turnbull Road
-79.95827,43.2437744,981,Lower Lions Club Road
-79.9586292,43.2436827,971,Lower Lions Club Road
-79.95572,43.2442115,1037,Lower Lions Club Road
-79.9597831,43.2566334,18,Moonglow Place
-79.9599918,43.256566,16,Moonglow Place
-79.9615313,43.2556118,14,Sunrise Crescent
-79.9566635,43.2565381,120,Old Ancaster Road
-79.9579806,43.255486,6,Pleasant Avenue
-79.9581533,43.2552745,140,Old Ancaster Road
-79.962815,43.2522426,38,Autumn Leaf Road
-79.9618104,43.252483,2,Turnbull Road
-79.9587456,43.2537397,34,Robinhood Drive
-79.9606206,43.2523472,8,Robinhood Drive
-79.9440756,43.256947,52,Tweedsmuir Avenue
-79.9444833,43.2582255,34,Tweedsmuir Avenue
-79.9535241,43.257568,46,Little John Road
-79.9540987,43.2576519,40,Little John Road
-79.9547211,43.2560074,5,Sherwood Rise
-79.9668152,43.2547595,10,Edenbridge Court
-79.9663182,43.2548871,12,Edenbridge Court
-79.9670911,43.24901,55,Terrace Drive
-79.9699578,43.2502266,20,Monarch Court
-79.9359036,43.2499219,27,Harold Street
-79.9366247,43.2513469,393,Whitney Avenue
-79.9353776,43.2493007,25,Purvis Drive
-79.9355602,43.2483055,27,Carwyn Crescent
-79.9350942,43.2518556,90,Lower Horning Road
-79.9356328,43.2485481,19,Carwyn Crescent
-79.9383997,43.2488311,2,Blackwood Crescent
-79.93451,43.2518405,97,Lower Horning Road
-79.9514276,43.2564925,104,Robinhood Drive
-79.9360001,43.2506766,23,Beaucourt Road
-79.9367347,43.2510269,36,Beaucourt Road
-79.9357426,43.2515778,377,Whitney Avenue
-79.9357107,43.2488082,15,Carwyn Crescent
-79.9363491,43.249131,39,Purvis Drive
-79.9381698,43.2502853,61,Beaucourt Road
-79.9379802,43.2508068,56,Beaucourt Road
-79.9382906,43.2494664,65,Harold Court
-79.9389451,43.2506617,68,Beaucourt Road
-79.9363456,43.2503219,34,Harold Street
-79.9358545,43.2507033,21,Beaucourt Road
-79.9356725,43.2507367,19,Beaucourt Road
-79.9372184,43.2516837,400,Whitney Avenue
-79.9367528,43.248875,84,Blackwood Crescent
-79.937284,43.2485188,77,Blackwood Crescent
-79.9363882,43.2489403,8,Carwyn Crescent
-79.9357842,43.2490535,7,Carwyn Crescent
-79.9385164,43.2491689,74,Purvis Drive
-79.9545847,43.2567173,29,Little John Road
-79.9532787,43.2569959,45,Little John Road
-79.9158746,43.3319506,101,Springview Drive
-79.9156694,43.3317971,109,Springview Drive
-79.9361242,43.2547083,34,Lower Horning Road
-79.9376977,43.2524432,64,Mericourt Road
-79.9373027,43.2524145,47,Elizabeth Court
-79.9590633,43.2539905,159,Old Ancaster Road
-79.9626393,43.2530127,45,Autumn Leaf Road
-79.958188,43.2532202,35,Robinhood Drive
-79.966831,43.2527494,104,Pleasant Avenue
-79.9667123,43.2524649,10,Princess Court
-79.9674509,43.257477,25,Brentwood Drive
-79.9440698,43.2471194,1287,Wilson Street East
-79.9551763,43.2561536,15,Little John Road
-79.9554417,43.2552676,64,Robinhood Drive
-79.9567255,43.2562501,124,Old Ancaster Road
-79.9632507,43.251982,32,Autumn Leaf Road
-79.9639777,43.2508868,17,Turnbull Road
-79.9631054,43.2520689,34,Autumn Leaf Road
-79.9680103,43.2538633,18,Hilltop Place
-79.967233,43.2422628,783,Lower Lions Club Road
-79.9547464,43.2443872,1051,Lower Lions Club Road
-79.9343516,43.2479887,179,Lower Horning Road
-79.9349574,43.2508976,5,Beaucourt Road
-79.9346664,43.2506002,118,Lower Horning Road
-79.9622132,43.2545933,89,Sunrise Crescent
-79.9530077,43.2554401,87,Robinhood Drive
-79.9440725,43.2553876,143,Little John Road
-79.9445842,43.2562516,134,Little John Road
-79.9691847,43.2512895,128,Pleasant Avenue
-79.9687012,43.2510971,5,Monarch Court
-79.9709402,43.2585096,5,Elizabeth Court
-79.9716697,43.2577803,14,Highland Park Drive
-79.9694595,43.2571709,41,Brentwood Drive
-79.9459336,43.2453397,1244,Wilson Street East
-79.9441516,43.2451947,1276,Filman Road
-79.9666682,43.2492068,51,Terrace Drive
-79.971316,43.2501676,10,Orchard Avenue
-79.963001,43.251759,18,Turnbull Road
-79.9643363,43.2512787,34,Turnbull Road
-79.9631463,43.2516722,20,Turnbull Road
-79.9368413,43.2522545,39,Elizabeth Court
-79.9366888,43.2537932,19,Mericourt Road
-79.9358298,43.2527182,21,Elizabeth Court
-79.9526062,43.257426,56,Little John Road
-79.9675223,43.2531724,5,Sanctuary Drive
-79.933872,43.2538552,49,Radford Street
-79.9582058,43.2558964,9,Pleasant Avenue
-79.9695496,43.2500316,70,Turnbull Road
-79.9634895,43.2530936,9,Crystal Court
-79.9197069,43.2565373,39,Emerson Street
-79.9261148,43.2569712,16,Hollywood Street South
-79.9177257,43.2553119,89,Bowman Street
-79.9254558,43.2540434,96,Holmes Avenue
-79.8984567,43.2526665,574,Aberdeen Avenue
-79.9087436,43.243694,31,West 32nd Street
-79.8971788,43.2472763,155,Flatt Avenue
-79.9033843,43.2439636,50,Colquhoun Crescent
-79.9152572,43.2544216,256,Haddon Avenue South
-79.9166938,43.332389,77,Springview Drive
-79.9165379,43.3323233,81,Springview Drive
-79.9163958,43.3322525,85,Springview Drive
-79.9335243,43.2482687,171,Lower Horning Road
-79.9194556,43.2559856,60,Broadway Avenue
-79.9071471,43.3384255,32,Nisbet Boulevard
-79.9546909,43.2566042,27,Little John Road
-79.9356999,43.2534327,56,Lower Horning Road
-79.946046,43.2574999,4,Rogers Road
-79.9456313,43.2569405,1,Rogers Road
-79.9480746,43.2561361,97,Little John Road
-79.9481905,43.2562624,95,Little John Road
-79.9634687,43.2556873,45,Sunrise Crescent
-79.9641984,43.2552635,61,Sunrise Crescent
-79.9636548,43.2556398,49,Sunrise Crescent
-79.9566243,43.2545724,57,Robinhood Drive
-79.9551673,43.2580998,102,Old Ancaster Road
-79.9639703,43.252422,6,Crystal Court
-79.969037,43.2495738,67,Turnbull Road
-79.9498877,43.2577077,26,Lynden Avenue
-79.9483496,43.2563671,93,Little John Road
-79.9485301,43.256459,91,Little John Road
-79.9511386,43.2571946,72,Little John Road
-79.9528955,43.2561895,23,Sherwood Rise
-79.9365185,43.2480923,64,Blackwood Crescent
-79.9361243,43.2480265,32,Carwyn Crescent
-79.9518975,43.2429429,1110,Wilson Street East
-79.9677102,43.2574194,29,Brentwood Drive
-79.9504047,43.2570788,80,Little John Road
-79.9515826,43.2557083,99,Robinhood Drive
-79.9697258,43.2511748,134,Pleasant Avenue
-79.9628559,43.251846,16,Turnbull Road
-79.95908,43.2437356,961,Lower Lions Club Road
-79.963386,43.2525224,3,Crystal Court
-79.9666344,43.2542665,1,Hilltop Place
-79.9293574,43.2446937,1125,Scenic Drive
-79.9202498,43.2553683,77,Emerson Street
-79.9316311,43.2510278,35,Yarmouth Court
-79.8964504,43.2504089,48,Flatt Avenue
-79.9632916,43.2515854,22,Turnbull Road
-79.9168935,43.3316513,194,Painter Terrace
-79.9508448,43.2852116,331,Sydenham Road
-79.9701399,43.2494147,85,Terrace Drive
-79.9373818,43.2525467,49,Elizabeth Court
-79.9356506,43.2548869,73,Ofield Road
-79.9686373,43.2521781,8,Green Meadow Way
-79.9459919,43.2579271,6,Darlene Court
-79.9561651,43.2581072,22,Pimlico Drive
-79.9646392,43.2515084,16,Autumn Leaf Road
-79.9600546,43.2574427,75,Pimlico Drive
-79.9377238,43.2487039,7,Blackwood Crescent
-79.953665,43.2553852,81,Robinhood Drive
-79.9691306,43.2518774,125,Pleasant Avenue
-79.9613736,43.2551787,92,Sunrise Crescent
-79.9304344,43.2505947,158,Ewen Road
-79.9198958,43.2489427,16,Ainslie Avenue
-79.9231401,43.2531055,33,Holmes Avenue
-79.912617,43.2574297,9,Gary Avenue
-79.8967469,43.2508319,35,Chedoke Avenue
-79.9216865,43.2510634,220,Broadway Avenue
-79.9201217,43.2514219,230,Bowman Street
